urls,filename,resolution,variable,model,szenario,time
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp126/wc2.1_10m_tmin_ACCESS-CM2_ssp126_2021-2040.tif,wc2.1_10m_tmin_ACCESS-CM2_ssp126_2021-2040.tif,1_10m,tmin,ACCESS-CM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp126/wc2.1_10m_tmax_ACCESS-CM2_ssp126_2021-2040.tif,wc2.1_10m_tmax_ACCESS-CM2_ssp126_2021-2040.tif,1_10m,tmax,ACCESS-CM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp126/wc2.1_10m_prec_ACCESS-CM2_ssp126_2021-2040.tif,wc2.1_10m_prec_ACCESS-CM2_ssp126_2021-2040.tif,1_10m,prec,ACCESS-CM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp126/wc2.1_10m_bioc_ACCESS-CM2_ssp126_2021-2040.tif,wc2.1_10m_bioc_ACCESS-CM2_ssp126_2021-2040.tif,1_10m,bioc,ACCESS-CM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp245/wc2.1_10m_tmin_ACCESS-CM2_ssp245_2021-2040.tif,wc2.1_10m_tmin_ACCESS-CM2_ssp245_2021-2040.tif,1_10m,tmin,ACCESS-CM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp245/wc2.1_10m_tmax_ACCESS-CM2_ssp245_2021-2040.tif,wc2.1_10m_tmax_ACCESS-CM2_ssp245_2021-2040.tif,1_10m,tmax,ACCESS-CM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp245/wc2.1_10m_prec_ACCESS-CM2_ssp245_2021-2040.tif,wc2.1_10m_prec_ACCESS-CM2_ssp245_2021-2040.tif,1_10m,prec,ACCESS-CM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp245/wc2.1_10m_bioc_ACCESS-CM2_ssp245_2021-2040.tif,wc2.1_10m_bioc_ACCESS-CM2_ssp245_2021-2040.tif,1_10m,bioc,ACCESS-CM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp370/wc2.1_10m_tmin_ACCESS-CM2_ssp370_2021-2040.tif,wc2.1_10m_tmin_ACCESS-CM2_ssp370_2021-2040.tif,1_10m,tmin,ACCESS-CM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp370/wc2.1_10m_tmax_ACCESS-CM2_ssp370_2021-2040.tif,wc2.1_10m_tmax_ACCESS-CM2_ssp370_2021-2040.tif,1_10m,tmax,ACCESS-CM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp370/wc2.1_10m_prec_ACCESS-CM2_ssp370_2021-2040.tif,wc2.1_10m_prec_ACCESS-CM2_ssp370_2021-2040.tif,1_10m,prec,ACCESS-CM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp370/wc2.1_10m_bioc_ACCESS-CM2_ssp370_2021-2040.tif,wc2.1_10m_bioc_ACCESS-CM2_ssp370_2021-2040.tif,1_10m,bioc,ACCESS-CM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp585/wc2.1_10m_tmin_ACCESS-CM2_ssp585_2021-2040.tif,wc2.1_10m_tmin_ACCESS-CM2_ssp585_2021-2040.tif,1_10m,tmin,ACCESS-CM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp585/wc2.1_10m_tmax_ACCESS-CM2_ssp585_2021-2040.tif,wc2.1_10m_tmax_ACCESS-CM2_ssp585_2021-2040.tif,1_10m,tmax,ACCESS-CM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp585/wc2.1_10m_prec_ACCESS-CM2_ssp585_2021-2040.tif,wc2.1_10m_prec_ACCESS-CM2_ssp585_2021-2040.tif,1_10m,prec,ACCESS-CM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-CM2/ssp585/wc2.1_10m_bioc_ACCESS-CM2_ssp585_2021-2040.tif,wc2.1_10m_bioc_ACCESS-CM2_ssp585_2021-2040.tif,1_10m,bioc,ACCESS-CM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp126/wc2.1_10m_tmin_ACCESS-ESM1-5_ssp126_2021-2040.tif,wc2.1_10m_tmin_ACCESS-ESM1-5_ssp126_2021-2040.tif,1_10m,tmin,ACCESS-ESM1-5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp126/wc2.1_10m_tmax_ACCESS-ESM1-5_ssp126_2021-2040.tif,wc2.1_10m_tmax_ACCESS-ESM1-5_ssp126_2021-2040.tif,1_10m,tmax,ACCESS-ESM1-5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp126/wc2.1_10m_prec_ACCESS-ESM1-5_ssp126_2021-2040.tif,wc2.1_10m_prec_ACCESS-ESM1-5_ssp126_2021-2040.tif,1_10m,prec,ACCESS-ESM1-5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp126/wc2.1_10m_bioc_ACCESS-ESM1-5_ssp126_2021-2040.tif,wc2.1_10m_bioc_ACCESS-ESM1-5_ssp126_2021-2040.tif,1_10m,bioc,ACCESS-ESM1-5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp245/wc2.1_10m_tmin_ACCESS-ESM1-5_ssp245_2021-2040.tif,wc2.1_10m_tmin_ACCESS-ESM1-5_ssp245_2021-2040.tif,1_10m,tmin,ACCESS-ESM1-5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp245/wc2.1_10m_tmax_ACCESS-ESM1-5_ssp245_2021-2040.tif,wc2.1_10m_tmax_ACCESS-ESM1-5_ssp245_2021-2040.tif,1_10m,tmax,ACCESS-ESM1-5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp245/wc2.1_10m_prec_ACCESS-ESM1-5_ssp245_2021-2040.tif,wc2.1_10m_prec_ACCESS-ESM1-5_ssp245_2021-2040.tif,1_10m,prec,ACCESS-ESM1-5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp245/wc2.1_10m_bioc_ACCESS-ESM1-5_ssp245_2021-2040.tif,wc2.1_10m_bioc_ACCESS-ESM1-5_ssp245_2021-2040.tif,1_10m,bioc,ACCESS-ESM1-5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp370/wc2.1_10m_tmin_ACCESS-ESM1-5_ssp370_2021-2040.tif,wc2.1_10m_tmin_ACCESS-ESM1-5_ssp370_2021-2040.tif,1_10m,tmin,ACCESS-ESM1-5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp370/wc2.1_10m_tmax_ACCESS-ESM1-5_ssp370_2021-2040.tif,wc2.1_10m_tmax_ACCESS-ESM1-5_ssp370_2021-2040.tif,1_10m,tmax,ACCESS-ESM1-5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp370/wc2.1_10m_prec_ACCESS-ESM1-5_ssp370_2021-2040.tif,wc2.1_10m_prec_ACCESS-ESM1-5_ssp370_2021-2040.tif,1_10m,prec,ACCESS-ESM1-5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp370/wc2.1_10m_bioc_ACCESS-ESM1-5_ssp370_2021-2040.tif,wc2.1_10m_bioc_ACCESS-ESM1-5_ssp370_2021-2040.tif,1_10m,bioc,ACCESS-ESM1-5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp585/wc2.1_10m_tmin_ACCESS-ESM1-5_ssp585_2021-2040.tif,wc2.1_10m_tmin_ACCESS-ESM1-5_ssp585_2021-2040.tif,1_10m,tmin,ACCESS-ESM1-5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp585/wc2.1_10m_tmax_ACCESS-ESM1-5_ssp585_2021-2040.tif,wc2.1_10m_tmax_ACCESS-ESM1-5_ssp585_2021-2040.tif,1_10m,tmax,ACCESS-ESM1-5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp585/wc2.1_10m_prec_ACCESS-ESM1-5_ssp585_2021-2040.tif,wc2.1_10m_prec_ACCESS-ESM1-5_ssp585_2021-2040.tif,1_10m,prec,ACCESS-ESM1-5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/ACCESS-ESM1-5/ssp585/wc2.1_10m_bioc_ACCESS-ESM1-5_ssp585_2021-2040.tif,wc2.1_10m_bioc_ACCESS-ESM1-5_ssp585_2021-2040.tif,1_10m,bioc,ACCESS-ESM1-5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp126/wc2.1_10m_tmin_BCC-CSM2-MR_ssp126_2021-2040.tif,wc2.1_10m_tmin_BCC-CSM2-MR_ssp126_2021-2040.tif,1_10m,tmin,BCC-CSM2-MR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp126/wc2.1_10m_tmax_BCC-CSM2-MR_ssp126_2021-2040.tif,wc2.1_10m_tmax_BCC-CSM2-MR_ssp126_2021-2040.tif,1_10m,tmax,BCC-CSM2-MR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp126/wc2.1_10m_prec_BCC-CSM2-MR_ssp126_2021-2040.tif,wc2.1_10m_prec_BCC-CSM2-MR_ssp126_2021-2040.tif,1_10m,prec,BCC-CSM2-MR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp126/wc2.1_10m_bioc_BCC-CSM2-MR_ssp126_2021-2040.tif,wc2.1_10m_bioc_BCC-CSM2-MR_ssp126_2021-2040.tif,1_10m,bioc,BCC-CSM2-MR,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp245/wc2.1_10m_tmin_BCC-CSM2-MR_ssp245_2021-2040.tif,wc2.1_10m_tmin_BCC-CSM2-MR_ssp245_2021-2040.tif,1_10m,tmin,BCC-CSM2-MR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp245/wc2.1_10m_tmax_BCC-CSM2-MR_ssp245_2021-2040.tif,wc2.1_10m_tmax_BCC-CSM2-MR_ssp245_2021-2040.tif,1_10m,tmax,BCC-CSM2-MR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp245/wc2.1_10m_prec_BCC-CSM2-MR_ssp245_2021-2040.tif,wc2.1_10m_prec_BCC-CSM2-MR_ssp245_2021-2040.tif,1_10m,prec,BCC-CSM2-MR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp245/wc2.1_10m_bioc_BCC-CSM2-MR_ssp245_2021-2040.tif,wc2.1_10m_bioc_BCC-CSM2-MR_ssp245_2021-2040.tif,1_10m,bioc,BCC-CSM2-MR,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp370/wc2.1_10m_tmin_BCC-CSM2-MR_ssp370_2021-2040.tif,wc2.1_10m_tmin_BCC-CSM2-MR_ssp370_2021-2040.tif,1_10m,tmin,BCC-CSM2-MR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp370/wc2.1_10m_tmax_BCC-CSM2-MR_ssp370_2021-2040.tif,wc2.1_10m_tmax_BCC-CSM2-MR_ssp370_2021-2040.tif,1_10m,tmax,BCC-CSM2-MR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp370/wc2.1_10m_prec_BCC-CSM2-MR_ssp370_2021-2040.tif,wc2.1_10m_prec_BCC-CSM2-MR_ssp370_2021-2040.tif,1_10m,prec,BCC-CSM2-MR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp370/wc2.1_10m_bioc_BCC-CSM2-MR_ssp370_2021-2040.tif,wc2.1_10m_bioc_BCC-CSM2-MR_ssp370_2021-2040.tif,1_10m,bioc,BCC-CSM2-MR,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp585/wc2.1_10m_tmin_BCC-CSM2-MR_ssp585_2021-2040.tif,wc2.1_10m_tmin_BCC-CSM2-MR_ssp585_2021-2040.tif,1_10m,tmin,BCC-CSM2-MR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp585/wc2.1_10m_tmax_BCC-CSM2-MR_ssp585_2021-2040.tif,wc2.1_10m_tmax_BCC-CSM2-MR_ssp585_2021-2040.tif,1_10m,tmax,BCC-CSM2-MR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp585/wc2.1_10m_prec_BCC-CSM2-MR_ssp585_2021-2040.tif,wc2.1_10m_prec_BCC-CSM2-MR_ssp585_2021-2040.tif,1_10m,prec,BCC-CSM2-MR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/BCC-CSM2-MR/ssp585/wc2.1_10m_bioc_BCC-CSM2-MR_ssp585_2021-2040.tif,wc2.1_10m_bioc_BCC-CSM2-MR_ssp585_2021-2040.tif,1_10m,bioc,BCC-CSM2-MR,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp126/wc2.1_10m_tmin_CanESM5_ssp126_2021-2040.tif,wc2.1_10m_tmin_CanESM5_ssp126_2021-2040.tif,1_10m,tmin,CanESM5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp126/wc2.1_10m_tmax_CanESM5_ssp126_2021-2040.tif,wc2.1_10m_tmax_CanESM5_ssp126_2021-2040.tif,1_10m,tmax,CanESM5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp126/wc2.1_10m_prec_CanESM5_ssp126_2021-2040.tif,wc2.1_10m_prec_CanESM5_ssp126_2021-2040.tif,1_10m,prec,CanESM5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp126/wc2.1_10m_bioc_CanESM5_ssp126_2021-2040.tif,wc2.1_10m_bioc_CanESM5_ssp126_2021-2040.tif,1_10m,bioc,CanESM5,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp245/wc2.1_10m_tmin_CanESM5_ssp245_2021-2040.tif,wc2.1_10m_tmin_CanESM5_ssp245_2021-2040.tif,1_10m,tmin,CanESM5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp245/wc2.1_10m_tmax_CanESM5_ssp245_2021-2040.tif,wc2.1_10m_tmax_CanESM5_ssp245_2021-2040.tif,1_10m,tmax,CanESM5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp245/wc2.1_10m_prec_CanESM5_ssp245_2021-2040.tif,wc2.1_10m_prec_CanESM5_ssp245_2021-2040.tif,1_10m,prec,CanESM5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp245/wc2.1_10m_bioc_CanESM5_ssp245_2021-2040.tif,wc2.1_10m_bioc_CanESM5_ssp245_2021-2040.tif,1_10m,bioc,CanESM5,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp370/wc2.1_10m_tmin_CanESM5_ssp370_2021-2040.tif,wc2.1_10m_tmin_CanESM5_ssp370_2021-2040.tif,1_10m,tmin,CanESM5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp370/wc2.1_10m_tmax_CanESM5_ssp370_2021-2040.tif,wc2.1_10m_tmax_CanESM5_ssp370_2021-2040.tif,1_10m,tmax,CanESM5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp370/wc2.1_10m_prec_CanESM5_ssp370_2021-2040.tif,wc2.1_10m_prec_CanESM5_ssp370_2021-2040.tif,1_10m,prec,CanESM5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp370/wc2.1_10m_bioc_CanESM5_ssp370_2021-2040.tif,wc2.1_10m_bioc_CanESM5_ssp370_2021-2040.tif,1_10m,bioc,CanESM5,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp585/wc2.1_10m_tmin_CanESM5_ssp585_2021-2040.tif,wc2.1_10m_tmin_CanESM5_ssp585_2021-2040.tif,1_10m,tmin,CanESM5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp585/wc2.1_10m_tmax_CanESM5_ssp585_2021-2040.tif,wc2.1_10m_tmax_CanESM5_ssp585_2021-2040.tif,1_10m,tmax,CanESM5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp585/wc2.1_10m_prec_CanESM5_ssp585_2021-2040.tif,wc2.1_10m_prec_CanESM5_ssp585_2021-2040.tif,1_10m,prec,CanESM5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5/ssp585/wc2.1_10m_bioc_CanESM5_ssp585_2021-2040.tif,wc2.1_10m_bioc_CanESM5_ssp585_2021-2040.tif,1_10m,bioc,CanESM5,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp126/wc2.1_10m_tmin_CanESM5-CanOE_ssp126_2021-2040.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp126_2021-2040.tif,1_10m,tmin,CanESM5-CanOE,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp126/wc2.1_10m_tmax_CanESM5-CanOE_ssp126_2021-2040.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp126_2021-2040.tif,1_10m,tmax,CanESM5-CanOE,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp126/wc2.1_10m_prec_CanESM5-CanOE_ssp126_2021-2040.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp126_2021-2040.tif,1_10m,prec,CanESM5-CanOE,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp126/wc2.1_10m_bioc_CanESM5-CanOE_ssp126_2021-2040.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp126_2021-2040.tif,1_10m,bioc,CanESM5-CanOE,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_tmin_CanESM5-CanOE_ssp245_2021-2040.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp245_2021-2040.tif,1_10m,tmin,CanESM5-CanOE,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_tmax_CanESM5-CanOE_ssp245_2021-2040.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp245_2021-2040.tif,1_10m,tmax,CanESM5-CanOE,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_prec_CanESM5-CanOE_ssp245_2021-2040.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp245_2021-2040.tif,1_10m,prec,CanESM5-CanOE,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp245/wc2.1_10m_bioc_CanESM5-CanOE_ssp245_2021-2040.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp245_2021-2040.tif,1_10m,bioc,CanESM5-CanOE,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_tmin_CanESM5-CanOE_ssp370_2021-2040.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp370_2021-2040.tif,1_10m,tmin,CanESM5-CanOE,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_tmax_CanESM5-CanOE_ssp370_2021-2040.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp370_2021-2040.tif,1_10m,tmax,CanESM5-CanOE,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_prec_CanESM5-CanOE_ssp370_2021-2040.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp370_2021-2040.tif,1_10m,prec,CanESM5-CanOE,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp370/wc2.1_10m_bioc_CanESM5-CanOE_ssp370_2021-2040.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp370_2021-2040.tif,1_10m,bioc,CanESM5-CanOE,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_tmin_CanESM5-CanOE_ssp585_2021-2040.tif,wc2.1_10m_tmin_CanESM5-CanOE_ssp585_2021-2040.tif,1_10m,tmin,CanESM5-CanOE,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_tmax_CanESM5-CanOE_ssp585_2021-2040.tif,wc2.1_10m_tmax_CanESM5-CanOE_ssp585_2021-2040.tif,1_10m,tmax,CanESM5-CanOE,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_prec_CanESM5-CanOE_ssp585_2021-2040.tif,wc2.1_10m_prec_CanESM5-CanOE_ssp585_2021-2040.tif,1_10m,prec,CanESM5-CanOE,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CanESM5-CanOE/ssp585/wc2.1_10m_bioc_CanESM5-CanOE_ssp585_2021-2040.tif,wc2.1_10m_bioc_CanESM5-CanOE_ssp585_2021-2040.tif,1_10m,bioc,CanESM5-CanOE,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_tmin_CMCC-ESM2_ssp126_2021-2040.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp126_2021-2040.tif,1_10m,tmin,CMCC-ESM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_tmax_CMCC-ESM2_ssp126_2021-2040.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp126_2021-2040.tif,1_10m,tmax,CMCC-ESM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_prec_CMCC-ESM2_ssp126_2021-2040.tif,wc2.1_10m_prec_CMCC-ESM2_ssp126_2021-2040.tif,1_10m,prec,CMCC-ESM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp126/wc2.1_10m_bioc_CMCC-ESM2_ssp126_2021-2040.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp126_2021-2040.tif,1_10m,bioc,CMCC-ESM2,ssp126,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_tmin_CMCC-ESM2_ssp245_2021-2040.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp245_2021-2040.tif,1_10m,tmin,CMCC-ESM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_tmax_CMCC-ESM2_ssp245_2021-2040.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp245_2021-2040.tif,1_10m,tmax,CMCC-ESM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_prec_CMCC-ESM2_ssp245_2021-2040.tif,wc2.1_10m_prec_CMCC-ESM2_ssp245_2021-2040.tif,1_10m,prec,CMCC-ESM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp245/wc2.1_10m_bioc_CMCC-ESM2_ssp245_2021-2040.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp245_2021-2040.tif,1_10m,bioc,CMCC-ESM2,ssp245,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_tmin_CMCC-ESM2_ssp370_2021-2040.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp370_2021-2040.tif,1_10m,tmin,CMCC-ESM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_tmax_CMCC-ESM2_ssp370_2021-2040.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp370_2021-2040.tif,1_10m,tmax,CMCC-ESM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_prec_CMCC-ESM2_ssp370_2021-2040.tif,wc2.1_10m_prec_CMCC-ESM2_ssp370_2021-2040.tif,1_10m,prec,CMCC-ESM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp370/wc2.1_10m_bioc_CMCC-ESM2_ssp370_2021-2040.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp370_2021-2040.tif,1_10m,bioc,CMCC-ESM2,ssp370,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_tmin_CMCC-ESM2_ssp585_2021-2040.tif,wc2.1_10m_tmin_CMCC-ESM2_ssp585_2021-2040.tif,1_10m,tmin,CMCC-ESM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_tmax_CMCC-ESM2_ssp585_2021-2040.tif,wc2.1_10m_tmax_CMCC-ESM2_ssp585_2021-2040.tif,1_10m,tmax,CMCC-ESM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_prec_CMCC-ESM2_ssp585_2021-2040.tif,wc2.1_10m_prec_CMCC-ESM2_ssp585_2021-2040.tif,1_10m,prec,CMCC-ESM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CMCC-ESM2/ssp585/wc2.1_10m_bioc_CMCC-ESM2_ssp585_2021-2040.tif,wc2.1_10m_bioc_CMCC-ESM2_ssp585_2021-2040.tif,1_10m,bioc,CMCC-ESM2,ssp585,2021-2040
https://geodata.ucdavis.edu/cmip6/10m/CNRM-CM6-1/ssp126/wc2.1_10m_tmin_CNRM-CM6-1_ssp126_2021-2040.tif,wc2.1_10m_tmin_CNRM-CM6-1_ssp126_2021-2040.tif,1_10m,tmin,CNRM-CM6-1,ssp126,2021-2040
